nasabah_id,nama_lengkap,nik,no_hp,email,tanggal_lahir,jenis_kelamin,segmen_nasabah,cabang_id,tanggal_buka_rekening,status_aktif,pekerjaan,penghasilan_bulanan
NSB0005052,Tari Handoko,2711011506837308,082158092664,tari.handoko_5052@email.com,1983-06-15,Perempuan,Retail,CAB0058,2013-05-27,Aktif,Petani,20000000
NSB0005053,Nuri Permana,0612050611067595,082261023133,nuri.permana_5053@email.com,2006-11-06,Laki-laki,Retail,CAB0032,2016-08-24,Aktif,TNI/Polri,30000000
NSB0005054,Mira Panjaitan,1608010408964276,087793499539,mira.panjaitan_5054@email.com,1996-08-04,Perempuan,Retail,CAB0066,2014-01-29,Aktif,Petani,15000000
NSB0005055,Yanti Wijaya,1710031102655718,081391037151,yanti.wijaya_5055@email.com,1965-02-11,Laki-laki,SME,CAB0013,2024-05-31,Aktif,Pensiunan,30000000
NSB0005056,Joko Manurung,1210042110906640,085744682430,joko.manurung_5056@email.com,1990-10-21,Laki-laki,Corporate,CAB0037,2012-10-16,Aktif,Petani,50000000
NSB0005057,Mega Aritonang,1515060708140882,085793925029,mega.aritonang_5057@email.com,2014-08-07,Perempuan,Retail,CAB0052,2023-01-29,Aktif,Mahasiswa,10000000
NSB0005058,Fajar Utami,1715041509699923,082280314738,fajar.utami_5058@email.com,1969-09-15,Perempuan,Priority,CAB0012,2010-10-06,Aktif,Karyawan Swasta,7500000
NSB0005059,Erna Purba,0502080106617971,085866072973,erna.purba_5059@email.com,1961-06-01,Perempuan,Retail,CAB0025,2018-08-19,Aktif,Petani,15000000
NSB0005060,Hadi Gunawan,2702052408019571,082235617451,hadi.gunawan_5060@email.com,2001-08-24,Perempuan,Priority,CAB0002,2021-12-02,Aktif,Nelayan,5000000
NSB0005061,Joko Santoso,0406012209667841,082165348591,joko.santoso_5061@email.com,1966-09-22,Perempuan,Retail,CAB0051,2015-12-07,Aktif,TNI/Polri,75000000
NSB0005062,Yanti Saputra,2505042111947468,085837389297,yanti.saputra_5062@email.com,1994-11-21,Laki-laki,Retail,CAB0007,2021-08-05,Aktif,Ibu Rumah Tangga,50000000
NSB0005063,Fajar Sari,0204081711953124,087743087682,fajar.sari_5063@email.com,1995-11-17,Laki-laki,SME,CAB0055,2019-12-13,Aktif,Karyawan Swasta,15000000
NSB0005064,Hendra Harahap,0603091409879048,081233540773,hendra.harahap_5064@email.com,1987-09-14,Perempuan,SME,CAB0020,2022-10-04,Aktif,TNI/Polri,100000000
NSB0005065,Zahra Nugroho,2203091109777435,087755718183,zahra.nugroho_5065@email.com,1977-09-11,Perempuan,Retail,CAB0054,2010-01-08,Aktif,PNS,3000000
NSB0005066,Wawan Aritonang,3106020409852176,085212593548,wawan.aritonang_5066@email.com,1985-09-04,Perempuan,SME,CAB0006,2010-12-21,Aktif,Ibu Rumah Tangga,5000000
NSB0005067,Linda Sirait,2604022010700146,085236850327,linda.sirait_5067@email.com,1970-10-20,Laki-laki,Retail,CAB0016,2010-10-16,Aktif,Profesional,20000000
NSB0005068,Budi Sari,2909011905728337,085264739920,budi.sari_5068@email.com,1972-05-19,Laki-laki,Priority,CAB0039,2019-03-01,Aktif,TNI/Polri,30000000
NSB0005069,Gita Simanjuntak,2013080108724614,082193268473,gita.simanjuntak_5069@email.com,1972-08-01,Laki-laki,Priority,CAB0049,2015-11-24,Aktif,TNI/Polri,7500000
NSB0005070,Bayu Nugroho,1111062204827879,082182352664,bayu.nugroho_5070@email.com,1982-04-22,Perempuan,Corporate,CAB0028,2014-06-09,Aktif,TNI/Polri,10000000
NSB0005071,Indra Hartono,2107060401771356,082284484746,indra.hartono_5071@email.com,1977-01-04,Perempuan,Retail,CAB0033,2023-08-23,Aktif,Nelayan,100000000
NSB0005072,Andi Hutabarat,3009060902766757,085272929703,andi.hutabarat_5072@email.com,1976-02-09,Perempuan,Corporate,CAB0061,2024-06-22,Aktif,Petani,100000000
NSB0005073,Kurnia Sari,2509070807927152,087729199838,kurnia.sari_5073@email.com,1992-07-08,Laki-laki,Corporate,CAB0051,2017-03-25,Aktif,Ibu Rumah Tangga,75000000
NSB0005074,Siti Siagian,2512011409025404,081397218125,siti.siagian_5074@email.com,2002-09-14,Laki-laki,Retail,CAB0067,2012-10-20,Aktif,Wiraswasta,30000000
NSB0005075,Ahmad Setiawan,0812062304878757,085853228491,ahmad.setiawan_5075@email.com,1987-04-23,Perempuan,Retail,CAB0063,2011-02-18,Aktif,Nelayan,3000000
NSB0005076,Indra Nasution,1506042310078830,085769309795,indra.nasution_5076@email.com,2007-10-23,Perempuan,Retail,CAB0003,2020-01-15,Aktif,Petani,3000000
NSB0005077,Ahmad Hutabarat,1006081309952749,082123207927,ahmad.hutabarat_5077@email.com,1995-09-13,Laki-laki,Retail,CAB0009,2025-01-11,Tidak Aktif,Pensiunan,30000000
NSB0005078,Nanda Hutabarat,2511042205652269,085867881300,nanda.hutabarat_5078@email.com,1965-05-22,Perempuan,Retail,CAB0033,2014-01-20,Aktif,Pensiunan,15000000
NSB0005079,Nanda Lubis,0613021204641471,085713031207,nanda.lubis_5079@email.com,1964-04-12,Laki-laki,Retail,CAB0062,2012-09-04,Aktif,Wiraswasta,5000000
NSB0005080,Irwan Suryadi,1602041905958974,085327208459,irwan.suryadi_5080@email.com,1995-05-19,Perempuan,Retail,CAB0034,2023-11-14,Aktif,Ibu Rumah Tangga,3000000
NSB0005081,Bambang Purnama,2209071705149593,085743500512,bambang.purnama_5081@email.com,2014-05-17,Laki-laki,Priority,CAB0052,2016-07-08,Aktif,Wiraswasta,15000000
NSB0005082,Andi Utami,2815082808734543,085798846671,andi.utami_5082@email.com,1973-08-28,Perempuan,Private Banking,CAB0057,2010-05-21,Aktif,Profesional,75000000
NSB0005083,Kurnia Wijaya,1203041907677741,081294872855,kurnia.wijaya_5083@email.com,1967-07-19,Perempuan,Retail,CAB0003,2014-02-26,Tidak Aktif,Profesional,5000000
NSB0005084,Utami Purnama,0508022208852622,085889017900,utami.purnama_5084@email.com,1985-08-22,Laki-laki,Retail,CAB0028,2018-09-27,Aktif,Karyawan Swasta,75000000
NSB0005085,Surya Hartono,1706060801131331,087731175145,surya.hartono_5085@email.com,2013-01-08,Laki-laki,Private Banking,CAB0046,2019-11-28,Aktif,TNI/Polri,50000000
NSB0005086,Erna Nasution,2301041807732322,085739548059,erna.nasution_5086@email.com,1973-07-18,Perempuan,SME,CAB0003,2011-09-13,Tidak Aktif,PNS,10000000
NSB0005087,Bambang Permana,1605012005691370,087740447363,bambang.permana_5087@email.com,1969-05-20,Laki-laki,Priority,CAB0045,2015-02-07,Aktif,Profesional,10000000
NSB0005088,Cahya Hutabarat,2806032612718648,081377819310,cahya.hutabarat_5088@email.com,1971-12-26,Perempuan,Retail,CAB0031,2012-08-25,Aktif,Ibu Rumah Tangga,20000000
NSB0005089,Wawan Hidayat,0404082311139427,085319120535,wawan.hidayat_5089@email.com,2013-11-23,Laki-laki,Retail,CAB0039,2018-09-10,Aktif,Nelayan,3000000
NSB0005090,Yanti Hutapea,0207022903948077,087873342928,yanti.hutapea_5090@email.com,1994-03-29,Laki-laki,Retail,CAB0055,2013-03-31,Aktif,Wiraswasta,10000000
NSB0005091,Linda Tampubolon,0307030204877888,087795959126,linda.tampubolon_5091@email.com,1987-04-02,Laki-laki,SME,CAB0056,2021-02-16,Aktif,Nelayan,100000000
NSB0005092,Nuri Permana,0408091508030266,085292342582,nuri.permana_5092@email.com,2003-08-15,Laki-laki,Retail,CAB0016,2012-04-17,Aktif,TNI/Polri,75000000
NSB0005093,Irwan Pasaribu,1312040302724939,085795225865,irwan.pasaribu_5093@email.com,1972-02-03,Laki-laki,Private Banking,CAB0045,2018-05-04,Aktif,Mahasiswa,75000000
NSB0005094,Yanti Setiawan,3004062301626366,087733684482,yanti.setiawan_5094@email.com,1962-01-23,Laki-laki,SME,CAB0050,2020-02-08,Aktif,PNS,10000000
NSB0005095,Budi Hartono,0801012208955445,081310290899,budi.hartono_5095@email.com,1995-08-22,Laki-laki,SME,CAB0015,2024-03-11,Tidak Aktif,TNI/Polri,20000000
NSB0005096,Mira Lubis,0310051704606857,085770355119,mira.lubis_5096@email.com,1960-04-17,Laki-laki,Retail,CAB0056,2018-11-13,Aktif,Pensiunan,7500000
NSB0005097,Putri Gunawan,2410060611608149,085741537171,putri.gunawan_5097@email.com,1960-11-06,Perempuan,Priority,CAB0036,2011-10-04,Aktif,Ibu Rumah Tangga,50000000
NSB0005098,Vina Tampubolon,1011062405858057,087867523832,vina.tampubolon_5098@email.com,1985-05-24,Perempuan,Private Banking,CAB0013,2012-02-25,Tidak Aktif,Nelayan,15000000
NSB0005099,Nuri Putra,2407042512973027,085298803944,nuri.putra_5099@email.com,1997-12-25,Perempuan,SME,CAB0064,2010-08-31,Aktif,TNI/Polri,15000000
NSB0005100,Dian Utami,3203090606699025,085777397160,dian.utami_5100@email.com,1969-06-06,Laki-laki,Priority,CAB0023,2012-12-30,Aktif,Karyawan Swasta,15000000
NSB0005101,Joko Siregar,0311011104772077,085379345995,joko.siregar_5101@email.com,1977-04-11,Laki-laki,Retail,CAB0040,2010-11-21,Aktif,Mahasiswa,100000000
NSB0005102,Hendra Tampubolon,0309040702094284,082176456043,hendra.tampubolon_5102@email.com,2009-02-07,Laki-laki,Retail,CAB0059,2017-02-01,Aktif,Pensiunan,3000000
NSB0005103,Eko Purnama,0507032501991985,082280822376,eko.purnama_5103@email.com,1999-01-25,Laki-laki,Retail,CAB0058,2024-08-04,Aktif,Mahasiswa,30000000
NSB0005104,Siti Wibowo,3308041202968686,087850873211,siti.wibowo_5104@email.com,1996-02-12,Perempuan,Retail,CAB0054,2015-04-21,Aktif,Karyawan Swasta,50000000
NSB0005105,Pandu Harahap,2105021312107227,081249533668,pandu.harahap_5105@email.com,2010-12-13,Perempuan,SME,CAB0042,2011-07-06,Aktif,Pensiunan,10000000
NSB0005106,Wahyu Nugroho,0805022308943756,085722709629,wahyu.nugroho_5106@email.com,1994-08-23,Laki-laki,Corporate,CAB0051,2014-11-25,Aktif,PNS,15000000
NSB0005107,Zahra Hutapea,0715012804127973,085767960609,zahra.hutapea_5107@email.com,2012-04-28,Laki-laki,Retail,CAB0062,2010-04-02,Aktif,Nelayan,20000000
NSB0005108,Tari Hidayat,2715010805660844,087783983011,tari.hidayat_5108@email.com,1966-05-08,Perempuan,SME,CAB0040,2016-06-16,Aktif,Karyawan Swasta,7500000
NSB0005109,Indra Hutabarat,1108090202058918,081324783608,indra.hutabarat_5109@email.com,2005-02-02,Perempuan,Priority,CAB0058,2013-08-02,Aktif,TNI/Polri,50000000
NSB0005110,Candra Purnama,1809062307748115,087884014107,candra.purnama_5110@email.com,1974-07-23,Perempuan,Retail,CAB0016,2017-01-29,Aktif,Profesional,50000000
NSB0005111,Rahmat Harahap,1304042107918984,085221865324,rahmat.harahap_5111@email.com,1991-07-21,Perempuan,Corporate,CAB0017,2014-03-13,Aktif,TNI/Polri,15000000
NSB0005112,Yanti Panjaitan,2913031905949894,085751600083,yanti.panjaitan_5112@email.com,1994-05-19,Perempuan,Corporate,CAB0055,2023-10-03,Aktif,PNS,50000000
NSB0005113,Utami Pasaribu,2208022103723109,081353452532,utami.pasaribu_5113@email.com,1972-03-21,Perempuan,SME,CAB0056,2017-12-30,Aktif,Mahasiswa,50000000
NSB0005114,Nuri Panjaitan,1002031911974672,085346991740,nuri.panjaitan_5114@email.com,1997-11-19,Perempuan,Retail,CAB0062,2019-09-20,Aktif,Petani,7500000
NSB0005115,Utami Simbolon,2306090712878184,087719037443,utami.simbolon_5115@email.com,1987-12-07,Laki-laki,SME,CAB0039,2023-06-13,Aktif,TNI/Polri,10000000
NSB0005116,Desi Lestari,1507072302780494,081351862283,desi.lestari_5116@email.com,1978-02-23,Perempuan,Private Banking,CAB0066,2022-09-12,Aktif,Pensiunan,100000000
NSB0005117,Utami Nugroho,3008051506115379,085358832330,utami.nugroho_5117@email.com,2011-06-15,Perempuan,Private Banking,CAB0012,2015-10-20,Aktif,PNS,100000000
NSB0005118,Umar Santoso,3014020410002334,082143827928,umar.santoso_5118@email.com,2000-10-04,Laki-laki,Corporate,CAB0044,2016-04-25,Aktif,Pensiunan,7500000
NSB0005119,Lestari Wibowo,1514082308133121,081253697972,lestari.wibowo_5119@email.com,2013-08-23,Perempuan,SME,CAB0026,2019-02-06,Aktif,Nelayan,30000000
NSB0005120,Wawan Utami,2214071101851512,082192948505,wawan.utami_5120@email.com,1985-01-11,Laki-laki,Retail,CAB0062,2024-09-29,Aktif,TNI/Polri,100000000
NSB0005121,Tri Setiawan,1806020212798475,081257546674,tri.setiawan_5121@email.com,1979-12-02,Perempuan,Retail,CAB0036,2020-01-10,Aktif,PNS,3000000
NSB0005122,Putri Pratama,3408072704972118,081256347814,putri.pratama_5122@email.com,1997-04-27,Perempuan,Retail,CAB0034,2022-08-14,Aktif,Mahasiswa,15000000
NSB0005123,Joko Tampubolon,2907021904642610,085283781883,joko.tampubolon_5123@email.com,1964-04-19,Laki-laki,Retail,CAB0055,2019-12-11,Aktif,Karyawan Swasta,3000000
NSB0005124,Linda Manurung,2613052512100763,082276152956,linda.manurung_5124@email.com,2010-12-25,Perempuan,Retail,CAB0011,2018-05-21,Aktif,Nelayan,7500000
NSB0005125,Kartika Siagian,1804081112607952,085825181846,kartika.siagian_5125@email.com,1960-12-11,Perempuan,Retail,CAB0062,2013-01-10,Aktif,Wiraswasta,50000000
NSB0005126,Hendra Tampubolon,1704030402084424,085771905562,hendra.tampubolon_5126@email.com,2008-02-04,Perempuan,Corporate,CAB0067,2020-07-20,Aktif,Ibu Rumah Tangga,3000000
NSB0005127,Dewi Gunawan,2114061904943513,081367394251,dewi.gunawan_5127@email.com,1994-04-19,Perempuan,Corporate,CAB0059,2010-03-07,Aktif,Pensiunan,100000000
NSB0005128,Mega Hartono,3006042308832950,085295320623,mega.hartono_5128@email.com,1983-08-23,Perempuan,Retail,CAB0047,2020-10-31,Aktif,Nelayan,75000000
NSB0005129,Indra Siagian,1603082906111428,081283636235,indra.siagian_5129@email.com,2011-06-29,Laki-laki,Retail,CAB0021,2024-04-18,Aktif,Karyawan Swasta,100000000
NSB0005130,Mega Kusuma,0404081401845877,085343266766,mega.kusuma_5130@email.com,1984-01-14,Laki-laki,Private Banking,CAB0052,2020-10-07,Aktif,Nelayan,10000000
NSB0005131,Tari Gunawan,3309011501928914,082175512795,tari.gunawan_5131@email.com,1992-01-15,Laki-laki,Priority,CAB0029,2023-01-13,Aktif,Wiraswasta,10000000
NSB0005132,Citra Simbolon,0710082005695168,085243468834,citra.simbolon_5132@email.com,1969-05-20,Laki-laki,SME,CAB0048,2016-04-22,Aktif,Mahasiswa,10000000
NSB0005133,Desi Setiawan,3411030607067317,081263563725,desi.setiawan_5133@email.com,2006-07-06,Perempuan,Corporate,CAB0066,2013-09-17,Aktif,Petani,10000000
NSB0005134,Oki Sinaga,2003082312627173,081295409427,oki.sinaga_5134@email.com,1962-12-23,Laki-laki,Priority,CAB0030,2011-05-11,Aktif,Nelayan,5000000
NSB0005135,Dian Utami,1714041710642318,081221782932,dian.utami_5135@email.com,1964-10-17,Perempuan,SME,CAB0041,2024-12-21,Aktif,Karyawan Swasta,7500000
NSB0005136,Oki Santoso,1712031107668792,082169924042,oki.santoso_5136@email.com,1966-07-11,Laki-laki,Retail,CAB0016,2024-05-08,Tidak Aktif,Ibu Rumah Tangga,5000000
NSB0005137,Nanda Handoko,1714020410111936,085254444184,nanda.handoko_5137@email.com,2011-10-04,Laki-laki,SME,CAB0025,2017-02-26,Aktif,Wiraswasta,10000000
NSB0005138,Erna Setiawan,2111090704680215,085365134573,erna.setiawan_5138@email.com,1968-04-07,Laki-laki,Retail,CAB0022,2024-12-18,Aktif,TNI/Polri,7500000
NSB0005139,Bayu Permana,0809081607653680,081293269096,bayu.permana_5139@email.com,1965-07-16,Laki-laki,Retail,CAB0055,2017-04-12,Aktif,Petani,7500000
NSB0005140,Dewi Rahayu,1309092204035025,087766167887,dewi.rahayu_5140@email.com,2003-04-22,Laki-laki,SME,CAB0026,2017-08-03,Aktif,Pensiunan,15000000
NSB0005141,Dian Pratama,2404071408608300,081353069021,dian.pratama_5141@email.com,1960-08-14,Perempuan,SME,CAB0002,2017-05-04,Tidak Aktif,Nelayan,20000000
NSB0005142,Agus Lubis,0708072102742132,085787620375,agus.lubis_5142@email.com,1974-02-21,Laki-laki,Retail,CAB0032,2024-03-12,Aktif,Mahasiswa,50000000
NSB0005143,Citra Nugroho,2005031108697415,087842640898,citra.nugroho_5143@email.com,1969-08-11,Laki-laki,SME,CAB0059,2014-04-03,Aktif,Mahasiswa,50000000
NSB0005144,Gita Siagian,0101071308826319,085390293670,gita.siagian_5144@email.com,1982-08-13,Perempuan,Priority,CAB0027,2020-05-30,Aktif,TNI/Polri,30000000
NSB0005145,Joko Hartono,2902050802627778,082158139474,joko.hartono_5145@email.com,1962-02-08,Laki-laki,Retail,CAB0004,2022-05-03,Aktif,Mahasiswa,7500000
NSB0005146,Galih Putra,2013041807768450,085219440089,galih.putra_5146@email.com,1976-07-18,Perempuan,Corporate,CAB0033,2011-05-01,Aktif,Karyawan Swasta,3000000
NSB0005147,Kurnia Kurniawan,2111071609850587,081271048056,kurnia.kurniawan_5147@email.com,1985-09-16,Perempuan,SME,CAB0009,2011-05-07,Aktif,TNI/Polri,50000000
NSB0005148,Eko Manurung,1003072502906709,082269577952,eko.manurung_5148@email.com,1990-02-25,Perempuan,Corporate,CAB0067,2010-03-15,Aktif,Nelayan,100000000
NSB0005149,Surya Nugroho,0112071212778230,087826831398,surya.nugroho_5149@email.com,1977-12-12,Perempuan,SME,CAB0033,2014-07-20,Aktif,Mahasiswa,5000000
NSB0005150,Vina Gunawan,0704063001097493,085772460936,vina.gunawan_5150@email.com,2009-01-30,Laki-laki,Private Banking,CAB0066,2019-10-08,Aktif,Karyawan Swasta,75000000
NSB0005151,Umar Manurung,0812040712828345,081231181112,umar.manurung_5151@email.com,1982-12-07,Perempuan,SME,CAB0065,2014-02-23,Aktif,TNI/Polri,15000000
NSB0005152,Dian Manurung,0509071207964563,081379654659,dian.manurung_5152@email.com,1996-07-12,Laki-laki,SME,CAB0036,2011-12-20,Aktif,PNS,15000000
NSB0005153,Oki Utami,0603030509112411,085213962396,oki.utami_5153@email.com,2011-09-05,Laki-laki,SME,CAB0060,2014-06-28,Tidak Aktif,Nelayan,3000000
NSB0005154,Umar Simbolon,1413072207668029,085882239027,umar.simbolon_5154@email.com,1966-07-22,Perempuan,Retail,CAB0052,2010-12-13,Aktif,Pensiunan,5000000
NSB0005155,Fitri Nasution,2404040409982836,082250492955,fitri.nasution_5155@email.com,1998-09-04,Laki-laki,SME,CAB0041,2010-07-26,Aktif,Nelayan,10000000
NSB0005156,Ahmad Gunawan,2114091009993146,085860440163,ahmad.gunawan_5156@email.com,1999-09-10,Laki-laki,Retail,CAB0016,2010-04-24,Aktif,Mahasiswa,50000000
NSB0005157,Fajar Tampubolon,2302091301703015,082217038605,fajar.tampubolon_5157@email.com,1970-01-13,Laki-laki,Corporate,CAB0023,2021-07-30,Aktif,Ibu Rumah Tangga,75000000
NSB0005158,Cahya Permana,1607051010655642,087770270315,cahya.permana_5158@email.com,1965-10-10,Perempuan,Retail,CAB0058,2020-01-28,Aktif,TNI/Polri,15000000
NSB0005159,Indra Simbolon,0610050608618536,085775593343,indra.simbolon_5159@email.com,1961-08-06,Perempuan,Priority,CAB0050,2021-05-15,Tidak Aktif,Ibu Rumah Tangga,50000000
NSB0005160,Kartika Manurung,1214032402144177,082172184587,kartika.manurung_5160@email.com,2014-02-24,Perempuan,Retail,CAB0043,2011-11-12,Aktif,TNI/Polri,30000000
NSB0005161,Hadi Nugroho,1608061006781938,082214120244,hadi.nugroho_5161@email.com,1978-06-10,Perempuan,Private Banking,CAB0017,2014-07-04,Aktif,Pensiunan,3000000
NSB0005162,Dewi Lestari,0808022505073555,087731886695,dewi.lestari_5162@email.com,2007-05-25,Perempuan,SME,CAB0022,2018-11-14,Aktif,Karyawan Swasta,30000000
NSB0005163,Putri Tampubolon,1806062301124874,085795298418,putri.tampubolon_5163@email.com,2012-01-23,Perempuan,Priority,CAB0020,2017-01-21,Aktif,Ibu Rumah Tangga,50000000
NSB0005164,Rina Aritonang,1313030901910553,081347896478,rina.aritonang_5164@email.com,1991-01-09,Laki-laki,SME,CAB0024,2024-02-18,Aktif,Petani,100000000
NSB0005165,Nanda Simanjuntak,2411072402765271,081260936800,nanda.simanjuntak_5165@email.com,1976-02-24,Perempuan,SME,CAB0004,2021-12-21,Aktif,Karyawan Swasta,30000000
NSB0005166,Bambang Siregar,2209062612900478,085853482264,bambang.siregar_5166@email.com,1990-12-26,Perempuan,Retail,CAB0050,2011-10-31,Aktif,Karyawan Swasta,75000000
NSB0005167,Bambang Wijaya,0407080401657866,085795837948,bambang.wijaya_5167@email.com,1965-01-04,Laki-laki,Priority,CAB0027,2019-07-01,Aktif,PNS,3000000
NSB0005168,Bayu Lestari,1812012303086965,085891725874,bayu.lestari_5168@email.com,2008-03-23,Laki-laki,Corporate,CAB0066,2010-10-09,Aktif,Wiraswasta,10000000
NSB0005169,Pandu Hutabarat,0801090611977421,085718701629,pandu.hutabarat_5169@email.com,1997-11-06,Laki-laki,SME,CAB0052,2024-11-10,Aktif,PNS,100000000
NSB0005170,Fajar Sirait,2806011711694421,082234707124,fajar.sirait_5170@email.com,1969-11-17,Laki-laki,Corporate,CAB0044,2010-12-10,Aktif,Pensiunan,50000000
NSB0005171,Nuri Gunawan,0210021111627944,081234988713,nuri.gunawan_5171@email.com,1962-11-11,Laki-laki,Corporate,CAB0008,2020-02-04,Aktif,Pensiunan,20000000
NSB0005172,Linda Situmorang,0712011004610934,087735131148,linda.situmorang_5172@email.com,1961-04-10,Perempuan,Corporate,CAB0021,2022-12-26,Aktif,Wiraswasta,20000000
NSB0005173,Mega Saputra,1715032101913452,085796564400,mega.saputra_5173@email.com,1991-01-21,Laki-laki,Priority,CAB0025,2023-08-31,Aktif,Profesional,3000000
NSB0005174,Utami Saputra,2209042608726552,081342062515,utami.saputra_5174@email.com,1972-08-26,Laki-laki,Retail,CAB0020,2010-05-16,Aktif,Mahasiswa,100000000
NSB0005175,Tri Lubis,1714082504613768,081291212691,tri.lubis_5175@email.com,1961-04-25,Laki-laki,Priority,CAB0018,2016-09-08,Aktif,Petani,75000000
NSB0005176,Andi Lubis,3207061303613377,085848956373,andi.lubis_5176@email.com,1961-03-13,Laki-laki,Corporate,CAB0034,2016-11-03,Aktif,Petani,75000000
NSB0005177,Cahya Nugroho,1508012908863264,085863516569,cahya.nugroho_5177@email.com,1986-08-29,Laki-laki,Retail,CAB0029,2021-05-19,Aktif,Profesional,50000000
NSB0005178,Budi Susanto,0207040604896129,081325120326,budi.susanto_5178@email.com,1989-04-06,Perempuan,Retail,CAB0033,2014-12-13,Aktif,Nelayan,15000000
NSB0005179,Putri Sirait,2911043009910211,085845888394,putri.sirait_5179@email.com,1991-09-30,Laki-laki,Retail,CAB0058,2017-11-16,Aktif,Wiraswasta,50000000
NSB0005180,Indra Hutapea,1215031303817378,085795446286,indra.hutapea_5180@email.com,1981-03-13,Perempuan,Private Banking,CAB0004,2023-08-28,Aktif,Wiraswasta,100000000
NSB0005181,Oki Simbolon,0101021702870061,085786310456,oki.simbolon_5181@email.com,1987-02-17,Laki-laki,Priority,CAB0036,2011-10-28,Aktif,TNI/Polri,100000000
NSB0005182,Galih Aritonang,2307071401974500,087791384940,galih.aritonang_5182@email.com,1997-01-14,Laki-laki,Private Banking,CAB0059,2018-01-14,Aktif,Profesional,3000000
NSB0005183,Oki Handoko,1115050812792847,085724405463,oki.handoko_5183@email.com,1979-12-08,Laki-laki,Corporate,CAB0040,2016-07-18,Aktif,Profesional,7500000
NSB0005184,Omar Sari,1615011605684741,085793388962,omar.sari_5184@email.com,1968-05-16,Perempuan,Retail,CAB0051,2024-07-02,Aktif,Profesional,3000000
NSB0005185,Ahmad Purba,1311083007712993,081232789671,ahmad.purba_5185@email.com,1971-07-30,Laki-laki,Priority,CAB0060,2021-04-19,Aktif,Wiraswasta,3000000
NSB0005186,Yanti Hutapea,1206021210618380,082110947084,yanti.hutapea_5186@email.com,1961-10-12,Perempuan,Private Banking,CAB0023,2014-10-02,Aktif,Karyawan Swasta,15000000
NSB0005187,Tari Permana,3408040909810115,087740597919,tari.permana_5187@email.com,1981-09-09,Perempuan,Retail,CAB0056,2021-01-25,Aktif,Petani,30000000
NSB0005188,Candra Purba,0101041203813056,087728411390,candra.purba_5188@email.com,1981-03-12,Perempuan,SME,CAB0034,2018-07-26,Tidak Aktif,Petani,30000000
NSB0005189,Mira Santoso,1709020108034494,085711054666,mira.santoso_5189@email.com,2003-08-01,Laki-laki,Retail,CAB0066,2022-12-20,Aktif,Mahasiswa,100000000
NSB0005190,Umar Purnama,0513012610871666,085889094995,umar.purnama_5190@email.com,1987-10-26,Perempuan,Retail,CAB0042,2016-09-01,Aktif,TNI/Polri,20000000
NSB0005191,Galih Rahayu,1312051308813071,085247844695,galih.rahayu_5191@email.com,1981-08-13,Laki-laki,Corporate,CAB0067,2023-02-23,Aktif,Mahasiswa,10000000
NSB0005192,Utami Tampubolon,0103020401052490,081216556643,utami.tampubolon_5192@email.com,2005-01-04,Perempuan,Priority,CAB0013,2013-05-02,Aktif,Ibu Rumah Tangga,75000000
NSB0005193,Zahra Siregar,0614050704928854,082214236690,zahra.siregar_5193@email.com,1992-04-07,Laki-laki,Private Banking,CAB0020,2019-02-03,Aktif,Nelayan,50000000
NSB0005194,Zahra Sari,1610090405618467,087832100149,zahra.sari_5194@email.com,1961-05-04,Laki-laki,Corporate,CAB0049,2022-05-09,Tidak Aktif,Ibu Rumah Tangga,3000000
NSB0005195,Nanda Tampubolon,0507091702721138,085855970273,nanda.tampubolon_5195@email.com,1972-02-17,Perempuan,Retail,CAB0029,2019-07-19,Aktif,Wiraswasta,7500000
NSB0005196,Erna Kurniawan,1907060104846743,081358980154,erna.kurniawan_5196@email.com,1984-04-01,Perempuan,SME,CAB0060,2017-06-25,Aktif,Profesional,20000000
NSB0005197,Indra Manurung,0608052111907461,085334920510,indra.manurung_5197@email.com,1990-11-21,Perempuan,Priority,CAB0007,2022-04-29,Aktif,TNI/Polri,100000000
NSB0005198,Gita Situmorang,1807042410836578,081266234537,gita.situmorang_5198@email.com,1983-10-24,Perempuan,Retail,CAB0040,2017-01-27,Aktif,PNS,30000000
NSB0005199,Pandu Nugroho,2001012411032515,085271097179,pandu.nugroho_5199@email.com,2003-11-24,Laki-laki,Retail,CAB0003,2018-08-25,Aktif,Karyawan Swasta,5000000
NSB0005200,Joni Hidayat,2805032704625848,085263271697,joni.hidayat_5200@email.com,1962-04-27,Laki-laki,Retail,CAB0009,2014-05-12,Aktif,Nelayan,5000000
NSB0005201,Linda Simanjuntak,3405061407854295,081319140326,linda.simanjuntak_5201@email.com,1985-07-14,Laki-laki,Priority,CAB0038,2018-09-09,Aktif,Wiraswasta,100000000
NSB0005202,Erna Hutabarat,0407092011962969,081373619512,erna.hutabarat_5202@email.com,1996-11-20,Laki-laki,Retail,CAB0043,2015-08-08,Aktif,Karyawan Swasta,75000000
NSB0005203,Kurnia Handoko,2808071212967914,087767711309,kurnia.handoko_5203@email.com,1996-12-12,Perempuan,Retail,CAB0055,2024-10-17,Aktif,TNI/Polri,15000000
NSB0005204,Fitri Aritonang,2604090812095728,087789154523,fitri.aritonang_5204@email.com,2009-12-08,Perempuan,SME,CAB0017,2024-05-22,Aktif,Nelayan,100000000
